Date,Meal,Block,Portion_Type,Served_Count,Avg_Weight_kg,Prepared_kg,Consumed_kg,Wasted_kg
2024-01-18,Lunch,B,Half,130,0.2,26.0,23.11,2.89
2024-01-18,Lunch,B,Quarter,72,0.1,7.2,7.1,0.1
2024-01-18,Lunch,C,Full,136,0.25,34.0,31.13,2.87
2024-01-18,Lunch,C,Half,60,0.2,12.0,10.04,1.96
2024-01-18,Lunch,C,Quarter,66,0.1,6.6,5.83,0.77
2024-01-18,Lunch,D,Full,70,0.25,17.5,17.05,0.45
2024-01-18,Lunch,D,Half,103,0.2,20.6,17.91,2.69
2024-01-18,Lunch,D,Quarter,102,0.1,10.2,8.82,1.38
2024-01-18,Dinner,A,Full,72,0.25,18.0,15.54,2.46
2024-01-18,Dinner,A,Half,146,0.2,29.2,22.31,6.89
2024-01-18,Dinner,A,Quarter,128,0.1,12.8,9.97,2.83
2024-01-18,Dinner,B,Full,143,0.25,35.75,32.49,3.26
2024-01-18,Dinner,B,Half,133,0.2,26.6,24.04,2.56
2024-01-18,Dinner,B,Quarter,116,0.1,11.6,9.55,2.05
2024-01-18,Dinner,C,Full,94,0.25,23.5,21.26,2.24
2024-01-18,Dinner,C,Half,79,0.2,15.8,14.07,1.73
2024-01-18,Dinner,C,Quarter,101,0.1,10.1,9.96,0.14
2024-01-18,Dinner,D,Full,112,0.25,28.0,21.36,6.64
2024-01-18,Dinner,D,Half,122,0.2,24.4,22.88,1.52
2024-01-18,Dinner,D,Quarter,52,0.1,5.2,4.34,0.86
2024-01-19,Lunch,A,Full,55,0.25,13.75,13.59,0.16
2024-01-19,Lunch,A,Half,83,0.2,16.6,12.7,3.9
2024-01-19,Lunch,A,Quarter,122,0.1,12.2,11.54,0.66
2024-01-19,Lunch,B,Full,101,0.25,25.25,23.26,1.99
2024-01-19,Lunch,B,Half,101,0.2,20.2,20.0,0.2
2024-01-19,Lunch,B,Quarter,72,0.1,7.2,5.41,1.79
2024-01-19,Lunch,C,Full,110,0.25,27.5,26.37,1.13
2024-01-19,Lunch,C,Half,96,0.2,19.2,17.49,1.71
2024-01-19,Lunch,C,Quarter,83,0.1,8.3,7.38,0.92
2024-01-19,Lunch,D,Full,130,0.25,32.5,24.46,8.04
2024-01-19,Lunch,D,Half,146,0.2,29.2,28.68,0.52
2024-01-19,Lunch,D,Quarter,140,0.1,14.0,13.67,0.33
2024-01-19,Dinner,A,Full,45,0.25,11.25,10.7,0.55
2024-01-19,Dinner,A,Half,71,0.2,14.2,14.0,0.2
2024-01-19,Dinner,A,Quarter,105,0.1,10.5,8.88,1.62
2024-01-19,Dinner,B,Full,95,0.25,23.75,18.15,5.6
2024-01-19,Dinner,B,Half,125,0.2,25.0,22.31,2.69
2024-01-19,Dinner,B,Quarter,66,0.1,6.6,5.15,1.45
2024-01-19,Dinner,C,Full,137,0.25,34.25,28.74,5.51
2024-01-19,Dinner,C,Half,83,0.2,16.6,15.24,1.36
2024-01-19,Dinner,C,Quarter,118,0.1,11.8,10.81,0.99
2024-01-19,Dinner,D,Full,136,0.25,34.0,29.47,4.53
2024-01-19,Dinner,D,Half,113,0.2,22.6,20.44,2.16
2024-01-19,Dinner,D,Quarter,105,0.1,10.5,8.0,2.5
2024-01-20,Lunch,A,Full,105,0.25,26.25,21.0,5.25
2024-01-20,Lunch,A,Half,52,0.2,10.4,8.93,1.47
2024-01-20,Lunch,A,Quarter,107,0.1,10.7,9.12,1.58
2024-01-20,Lunch,B,Full,146,0.25,36.5,35.54,0.96
2024-01-20,Lunch,B,Half,112,0.2,22.4,19.21,3.19
2024-01-20,Lunch,B,Quarter,70,0.1,7.0,6.84,0.16
2024-01-20,Lunch,C,Full,42,0.25,10.5,8.05,2.45
2024-01-20,Lunch,C,Half,124,0.2,24.8,21.26,3.54
2024-01-20,Lunch,C,Quarter,70,0.1,7.0,5.8,1.2
2024-01-20,Lunch,D,Full,98,0.25,24.5,19.62,4.88
2024-01-20,Lunch,D,Half,95,0.2,19.0,15.84,3.16
2024-01-20,Lunch,D,Quarter,106,0.1,10.6,10.4,0.2
2024-01-20,Dinner,A,Full,70,0.25,17.5,15.66,1.84
2024-01-20,Dinner,A,Half,71,0.2,14.2,11.18,3.02
2024-01-20,Dinner,A,Quarter,51,0.1,5.1,5.08,0.02
2024-01-20,Dinner,B,Full,84,0.25,21.0,16.52,4.48
2024-01-20,Dinner,B,Half,92,0.2,18.4,14.53,3.87
2024-01-20,Dinner,B,Quarter,46,0.1,4.6,4.09,0.51
2024-01-20,Dinner,C,Full,58,0.25,14.5,12.28,2.22
2024-01-20,Dinner,C,Half,104,0.2,20.8,19.83,0.97
2024-01-20,Dinner,C,Quarter,126,0.1,12.6,10.07,2.53
2024-01-20,Dinner,D,Full,121,0.25,30.25,25.91,4.34
2024-01-20,Dinner,D,Half,122,0.2,24.4,24.2,0.2
2024-01-20,Dinner,D,Quarter,83,0.1,8.3,7.85,0.45
2024-01-21,Lunch,A,Full,114,0.25,28.5,26.53,1.97
2024-01-21,Lunch,A,Half,92,0.2,18.4,14.45,3.95
2024-01-21,Lunch,A,Quarter,143,0.1,14.3,14.07,0.23
2024-01-21,Lunch,B,Full,118,0.25,29.5,27.02,2.48
2024-01-21,Lunch,B,Half,115,0.2,23.0,21.3,1.7
2024-01-21,Lunch,B,Quarter,79,0.1,7.9,7.22,0.68
2024-01-21,Lunch,C,Full,150,0.25,37.5,36.0,1.5
2024-01-21,Lunch,C,Half,43,0.2,8.6,7.82,0.78
2024-01-21,Lunch,C,Quarter,132,0.1,13.2,11.65,1.55
2024-01-21,Lunch,D,Full,74,0.25,18.5,16.94,1.56
2024-01-21,Lunch,D,Half,67,0.2,13.4,11.92,1.48
2024-01-21,Lunch,D,Quarter,132,0.1,13.2,12.04,1.16
2024-01-21,Dinner,A,Full,99,0.25,24.75,20.76,3.99
2024-01-21,Dinner,A,Half,128,0.2,25.6,23.75,1.85
2024-01-21,Dinner,A,Quarter,82,0.1,8.2,7.23,0.97
2024-01-21,Dinner,B,Full,44,0.25,11.0,8.31,2.69
2024-01-21,Dinner,B,Half,96,0.2,19.2,16.21,2.99
2024-01-21,Dinner,B,Quarter,76,0.1,7.6,7.47,0.13
2024-01-21,Dinner,C,Full,92,0.25,23.0,19.06,3.94
2024-01-21,Dinner,C,Half,143,0.2,28.6,24.45,4.15
2024-01-21,Dinner,C,Quarter,122,0.1,12.2,11.17,1.03
2024-01-21,Dinner,D,Full,96,0.25,24.0,22.79,1.21
2024-01-21,Dinner,D,Half,48,0.2,9.6,7.73,1.87
2024-01-21,Dinner,D,Quarter,65,0.1,6.5,5.1,1.4
2024-01-22,Lunch,A,Full,139,0.25,34.75,32.65,2.1
2024-01-22,Lunch,A,Half,120,0.2,24.0,22.59,1.41
2024-01-22,Lunch,A,Quarter,120,0.1,12.0,11.47,0.53
2024-01-22,Lunch,B,Full,132,0.25,33.0,26.64,6.36
2024-01-22,Lunch,B,Half,94,0.2,18.8,18.62,0.18
2024-01-22,Lunch,B,Quarter,110,0.1,11.0,8.93,2.07
2024-01-22,Lunch,C,Full,80,0.25,20.0,16.82,3.18
2024-01-22,Lunch,C,Half,64,0.2,12.8,12.5,0.3
2024-01-22,Lunch,C,Quarter,143,0.1,14.3,12.59,1.71
2024-01-22,Lunch,D,Full,68,0.25,17.0,14.39,2.61
2024-01-22,Lunch,D,Half,74,0.2,14.8,13.34,1.46
2024-01-22,Lunch,D,Quarter,89,0.1,8.9,8.74,0.16
2024-01-22,Dinner,A,Full,74,0.25,18.5,18.46,0.04
2024-01-22,Dinner,A,Half,79,0.2,15.8,15.29,0.51
2024-01-22,Dinner,A,Quarter,145,0.1,14.5,13.11,1.39
2024-01-22,Dinner,B,Full,47,0.25,11.75,11.04,0.71
2024-01-22,Dinner,B,Half,115,0.2,23.0,20.31,2.69
2024-01-22,Dinner,B,Quarter,132,0.1,13.2,11.06,2.14
2024-01-22,Dinner,C,Full,83,0.25,20.75,17.49,3.26
2024-01-22,Dinner,C,Half,79,0.2,15.8,12.77,3.03
2024-01-22,Dinner,C,Quarter,71,0.1,7.1,5.81,1.29
2024-01-22,Dinner,D,Full,123,0.25,30.75,29.05,1.7
2024-01-22,Dinner,D,Half,133,0.2,26.6,20.27,6.33
2024-01-22,Dinner,D,Quarter,51,0.1,5.1,4.73,0.37
2024-01-23,Lunch,A,Full,60,0.25,15.0,12.0,3.0
2024-01-23,Lunch,A,Half,52,0.2,10.4,10.38,0.02
2024-01-23,Lunch,A,Quarter,72,0.1,7.2,6.4,0.8
2024-01-23,Lunch,B,Full,99,0.25,24.75,19.32,5.43
2024-01-23,Lunch,B,Half,148,0.2,29.6,22.9,6.7
2024-01-23,Lunch,B,Quarter,102,0.1,10.2,9.54,0.66
2024-01-23,Lunch,C,Full,142,0.25,35.5,31.09,4.41
2024-01-23,Lunch,C,Half,50,0.2,10.0,7.72,2.28
2024-01-23,Lunch,C,Quarter,40,0.1,4.0,3.52,0.48
2024-01-23,Lunch,D,Full,100,0.25,25.0,20.89,4.11
2024-01-23,Lunch,D,Half,46,0.2,9.2,7.71,1.49
2024-01-23,Lunch,D,Quarter,91,0.1,9.1,7.48,1.62
2024-01-23,Dinner,A,Full,73,0.25,18.25,16.64,1.61
2024-01-23,Dinner,A,Half,130,0.2,26.0,22.89,3.11
2024-01-23,Dinner,A,Quarter,76,0.1,7.6,5.73,1.87
2024-01-23,Dinner,B,Full,105,0.25,26.25,21.15,5.1
2024-01-23,Dinner,B,Half,92,0.2,18.4,17.08,1.32
2024-01-23,Dinner,B,Quarter,83,0.1,8.3,7.9,0.4
2024-01-23,Dinner,C,Full,86,0.25,21.5,18.36,3.14
2024-01-23,Dinner,C,Half,100,0.2,20.0,17.53,2.47
2024-01-23,Dinner,C,Quarter,116,0.1,11.6,9.21,2.39
2024-01-23,Dinner,D,Full,44,0.25,11.0,10.28,0.72
2024-01-23,Dinner,D,Half,109,0.2,21.8,19.12,2.68
2024-01-23,Dinner,D,Quarter,53,0.1,5.3,4.0,1.3
2024-01-24,Lunch,A,Full,69,0.25,17.25,16.81,0.44
2024-01-24,Lunch,A,Half,125,0.2,25.0,21.31,3.69
2024-01-24,Lunch,A,Quarter,89,0.1,8.9,6.84,2.06
2024-01-24,Lunch,B,Full,84,0.25,21.0,18.72,2.28
2024-01-24,Lunch,B,Half,46,0.2,9.2,8.08,1.12
2024-01-24,Lunch,B,Quarter,122,0.1,12.2,10.72,1.48
2024-01-24,Lunch,C,Full,100,0.25,25.0,21.59,3.41
2024-01-24,Lunch,C,Half,64,0.2,12.8,12.56,0.24
2024-01-24,Lunch,C,Quarter,134,0.1,13.4,10.25,3.15
2024-01-24,Lunch,D,Full,110,0.25,27.5,21.66,5.84
2024-01-24,Lunch,D,Half,106,0.2,21.2,21.13,0.07
2024-01-24,Lunch,D,Quarter,97,0.1,9.7,8.83,0.87
2024-01-24,Dinner,A,Full,64,0.25,16.0,15.38,0.62
2024-01-24,Dinner,A,Half,55,0.2,11.0,9.81,1.19
2024-01-24,Dinner,A,Quarter,107,0.1,10.7,8.53,2.17
2024-01-24,Dinner,B,Full,47,0.25,11.75,10.26,1.49
2024-01-24,Dinner,B,Half,109,0.2,21.8,19.68,2.12
2024-01-24,Dinner,B,Quarter,74,0.1,7.4,6.97,0.43
2024-01-24,Dinner,C,Full,43,0.25,10.75,8.71,2.04
2024-01-24,Dinner,C,Half,85,0.2,17.0,15.42,1.58
2024-01-24,Dinner,C,Quarter,115,0.1,11.5,10.95,0.55
2024-01-24,Dinner,D,Full,61,0.25,15.25,14.41,0.84
2024-01-24,Dinner,D,Half,61,0.2,12.2,9.35,2.85
2024-01-24,Dinner,D,Quarter,56,0.1,5.6,4.25,1.35
2024-01-25,Lunch,A,Full,86,0.25,21.5,20.69,0.81
2024-01-25,Lunch,A,Half,121,0.2,24.2,19.05,5.15
2024-01-25,Lunch,A,Quarter,62,0.1,6.2,5.53,0.67
2024-01-25,Lunch,B,Full,54,0.25,13.5,12.01,1.49
2024-01-25,Lunch,B,Half,59,0.2,11.8,8.93,2.87
2024-01-25,Lunch,B,Quarter,103,0.1,10.3,7.93,2.37
2024-01-25,Lunch,C,Full,78,0.25,19.5,14.98,4.52
2024-01-25,Lunch,C,Half,141,0.2,28.2,23.63,4.57
2024-01-25,Lunch,C,Quarter,127,0.1,12.7,12.19,0.51
2024-01-25,Lunch,D,Full,49,0.25,12.25,9.52,2.73
2024-01-25,Lunch,D,Half,137,0.2,27.4,21.07,6.33
2024-01-25,Lunch,D,Quarter,145,0.1,14.5,13.66,0.84
2024-01-25,Dinner,A,Full,91,0.25,22.75,21.64,1.11
2024-01-25,Dinner,A,Half,72,0.2,14.4,13.3,1.1
2024-01-25,Dinner,A,Quarter,99,0.1,9.9,9.76,0.14
2024-01-25,Dinner,B,Full,68,0.25,17.0,14.01,2.99
2024-01-25,Dinner,B,Half,112,0.2,22.4,18.67,3.73
2024-01-25,Dinner,B,Quarter,41,0.1,4.1,3.26,0.84
2024-01-25,Dinner,C,Full,122,0.25,30.5,23.96,6.54
2024-01-25,Dinner,C,Half,108,0.2,21.6,20.13,1.47
2024-01-25,Dinner,C,Quarter,142,0.1,14.2,13.53,0.67
2024-01-25,Dinner,D,Full,130,0.25,32.5,24.44,8.06
2024-01-25,Dinner,D,Half,68,0.2,13.6,11.45,2.15
2024-01-25,Dinner,D,Quarter,44,0.1,4.4,3.3,1.1
2024-01-26,Lunch,A,Full,93,0.25,23.25,19.45,3.8
2024-01-26,Lunch,A,Half,108,0.2,21.6,19.1,2.5
2024-01-26,Lunch,A,Quarter,55,0.1,5.5,4.28,1.22
2024-01-26,Lunch,B,Full,82,0.25,20.5,17.71,2.79
2024-01-26,Lunch,B,Half,90,0.2,18.0,15.26,2.74
2024-01-26,Lunch,B,Quarter,69,0.1,6.9,5.51,1.39
2024-01-26,Lunch,C,Full,47,0.25,11.75,11.66,0.09
2024-01-26,Lunch,C,Half,118,0.2,23.6,18.79,4.81
2024-01-26,Lunch,C,Quarter,43,0.1,4.3,3.76,0.54
2024-01-26,Lunch,D,Full,113,0.25,28.25,24.65,3.6
2024-01-26,Lunch,D,Half,53,0.2,10.6,9.05,1.55
2024-01-26,Lunch,D,Quarter,110,0.1,11.0,10.76,0.24
2024-01-26,Dinner,A,Full,63,0.25,15.75,11.98,3.77
2024-01-26,Dinner,A,Half,84,0.2,16.8,15.63,1.17
2024-01-26,Dinner,A,Quarter,75,0.1,7.5,6.72,0.78
2024-01-26,Dinner,B,Full,139,0.25,34.75,26.23,8.52
2024-01-26,Dinner,B,Half,57,0.2,11.4,11.35,0.05
2024-01-26,Dinner,B,Quarter,94,0.1,9.4,8.29,1.11
2024-01-26,Dinner,C,Full,42,0.25,10.5,8.81,1.69
2024-01-26,Dinner,C,Half,109,0.2,21.8,17.07,4.73
2024-01-26,Dinner,C,Quarter,42,0.1,4.2,3.38,0.82
2024-01-26,Dinner,D,Full,77,0.25,19.25,14.54,4.71
2024-01-26,Dinner,D,Half,101,0.2,20.2,17.48,2.72
2024-01-26,Dinner,D,Quarter,78,0.1,7.8,6.82,0.98
2024-01-27,Lunch,A,Full,109,0.25,27.25,22.15,5.1
2024-01-27,Lunch,A,Half,61,0.2,12.2,10.91,1.29
2024-01-27,Lunch,A,Quarter,88,0.1,8.8,8.36,0.44
2024-01-27,Lunch,B,Full,94,0.25,23.5,18.02,5.48
2024-01-27,Lunch,B,Half,143,0.2,28.6,23.07,5.53
2024-01-27,Lunch,B,Quarter,58,0.1,5.8,4.52,1.28
2024-01-27,Lunch,C,Full,91,0.25,22.75,18.83,3.92
2024-01-27,Lunch,C,Half,93,0.2,18.6,14.13,4.47
2024-01-27,Lunch,C,Quarter,41,0.1,4.1,3.83,0.27
2024-01-27,Lunch,D,Full,88,0.25,22.0,16.54,5.46
2024-01-27,Lunch,D,Half,96,0.2,19.2,17.44,1.76
2024-01-27,Lunch,D,Quarter,95,0.1,9.5,7.19,2.31
2024-01-27,Dinner,A,Full,117,0.25,29.25,27.4,1.85
2024-01-27,Dinner,A,Half,121,0.2,24.2,23.32,0.88
2024-01-27,Dinner,A,Quarter,104,0.1,10.4,8.27,2.13
2024-01-27,Dinner,B,Full,82,0.25,20.5,19.39,1.11
2024-01-27,Dinner,B,Half,57,0.2,11.4,8.79,2.61
2024-01-27,Dinner,B,Quarter,140,0.1,14.0,11.78,2.22
2024-01-27,Dinner,C,Full,117,0.25,29.25,25.45,3.8
2024-01-27,Dinner,C,Half,84,0.2,16.8,13.07,3.73
2024-01-27,Dinner,C,Quarter,136,0.1,13.6,10.97,2.63
2024-01-27,Dinner,D,Full,92,0.25,23.0,18.61,4.39
2024-01-27,Dinner,D,Half,78,0.2,15.6,13.53,2.07
2024-01-27,Dinner,D,Quarter,136,0.1,13.6,11.1,2.5
2024-01-28,Lunch,A,Full,83,0.25,20.75,15.57,5.18
2024-01-28,Lunch,A,Half,68,0.2,13.6,12.82,0.78
2024-01-28,Lunch,A,Quarter,87,0.1,8.7,8.52,0.18
2024-01-28,Lunch,B,Full,93,0.25,23.25,22.36,0.89
2024-01-28,Lunch,B,Half,84,0.2,16.8,14.99,1.81
2024-01-28,Lunch,B,Quarter,40,0.1,4.0,3.76,0.24
2024-01-28,Lunch,C,Full,74,0.25,18.5,13.99,4.51
2024-01-28,Lunch,C,Half,145,0.2,29.0,23.17,5.83
2024-01-28,Lunch,C,Quarter,45,0.1,4.5,4.4,0.1
2024-01-28,Lunch,D,Full,103,0.25,25.75,25.68,0.07
2024-01-28,Lunch,D,Half,131,0.2,26.2,24.28,1.92
2024-01-28,Lunch,D,Quarter,88,0.1,8.8,8.74,0.06
2024-01-28,Dinner,A,Full,58,0.25,14.5,11.05,3.45
2024-01-28,Dinner,A,Half,122,0.2,24.4,23.8,0.6
2024-01-28,Dinner,A,Quarter,74,0.1,7.4,6.37,1.03
2024-01-28,Dinner,B,Full,87,0.25,21.75,17.64,4.11
2024-01-28,Dinner,B,Half,116,0.2,23.2,22.87,0.33
2024-01-28,Dinner,B,Quarter,121,0.1,12.1,10.74,1.36
2024-01-28,Dinner,C,Full,83,0.25,20.75,16.17,4.58
2024-01-28,Dinner,C,Half,60,0.2,12.0,10.17,1.83
2024-01-28,Dinner,C,Quarter,82,0.1,8.2,6.51,1.69
2024-01-28,Dinner,D,Full,57,0.25,14.25,13.33,0.92
2024-01-28,Dinner,D,Half,90,0.2,18.0,16.45,1.55
2024-01-28,Dinner,D,Quarter,143,0.1,14.3,12.37,1.93
2024-01-29,Lunch,A,Full,79,0.25,19.75,15.32,4.43
2024-01-29,Lunch,A,Half,139,0.2,27.8,25.83,1.97
2024-01-29,Lunch,A,Quarter,96,0.1,9.6,7.28,2.32
2024-01-29,Lunch,B,Full,64,0.25,16.0,15.87,0.13
2024-01-29,Lunch,B,Half,80,0.2,16.0,14.53,1.47
2024-01-29,Lunch,B,Quarter,129,0.1,12.9,11.52,1.38
2024-01-29,Lunch,C,Full,45,0.25,11.25,10.32,0.93
2024-01-29,Lunch,C,Half,82,0.2,16.4,13.52,2.88
2024-01-29,Lunch,C,Quarter,42,0.1,4.2,3.61,0.59
2024-01-29,Lunch,D,Full,61,0.25,15.25,12.29,2.96
2024-01-29,Lunch,D,Half,69,0.2,13.8,13.02,0.78
2024-01-29,Lunch,D,Quarter,44,0.1,4.4,3.5,0.9
2024-01-29,Dinner,A,Full,147,0.25,36.75,30.84,5.91
2024-01-29,Dinner,A,Half,104,0.2,20.8,16.12,4.68
2024-01-29,Dinner,A,Quarter,138,0.1,13.8,12.91,0.89
2024-01-29,Dinner,B,Full,92,0.25,23.0,21.62,1.38
2024-01-29,Dinner,B,Half,97,0.2,19.4,15.13,4.27
2024-01-29,Dinner,B,Quarter,50,0.1,5.0,4.58,0.42
2024-01-29,Dinner,C,Full,98,0.25,24.5,20.18,4.32
2024-01-29,Dinner,C,Half,69,0.2,13.8,10.93,2.87
2024-01-29,Dinner,C,Quarter,103,0.1,10.3,8.38,1.92
2024-01-29,Dinner,D,Full,71,0.25,17.75,15.76,1.99
2024-01-29,Dinner,D,Half,145,0.2,29.0,26.34,2.66
2024-01-29,Dinner,D,Quarter,97,0.1,9.7,7.71,1.99
2024-01-30,Lunch,A,Full,66,0.25,16.5,14.86,1.64
2024-01-30,Lunch,A,Half,46,0.2,9.2,7.92,1.28
2024-01-30,Lunch,A,Quarter,83,0.1,8.3,7.9,0.4
2024-01-30,Lunch,B,Full,59,0.25,14.75,11.29,3.46
2024-01-30,Lunch,B,Half,42,0.2,8.4,8.16,0.24
2024-01-30,Lunch,B,Quarter,138,0.1,13.8,10.72,3.08
2024-01-30,Lunch,C,Full,89,0.25,22.25,20.36,1.89
2024-01-30,Lunch,C,Half,122,0.2,24.4,18.33,6.07
2024-01-30,Lunch,C,Quarter,71,0.1,7.1,6.41,0.69
2024-01-30,Lunch,D,Full,120,0.25,30.0,27.02,2.98
2024-01-30,Lunch,D,Half,95,0.2,19.0,17.21,1.79
2024-01-30,Lunch,D,Quarter,43,0.1,4.3,3.86,0.44
2024-01-30,Dinner,A,Full,124,0.25,31.0,29.43,1.57
2024-01-30,Dinner,A,Half,81,0.2,16.2,13.72,2.48
2024-01-30,Dinner,A,Quarter,96,0.1,9.6,7.39,2.21
2024-01-30,Dinner,B,Full,40,0.25,10.0,9.53,0.47
2024-01-30,Dinner,B,Half,99,0.2,19.8,19.39,0.41
2024-01-30,Dinner,B,Quarter,89,0.1,8.9,6.72,2.18
2024-01-30,Dinner,C,Full,41,0.25,10.25,8.5,1.75
2024-01-30,Dinner,C,Half,61,0.2,12.2,9.69,2.51
2024-01-30,Dinner,C,Quarter,119,0.1,11.9,10.29,1.61
2024-01-30,Dinner,D,Full,89,0.25,22.25,17.23,5.02
2024-01-30,Dinner,D,Half,85,0.2,17.0,14.39,2.61
2024-01-30,Dinner,D,Quarter,60,0.1,6.0,5.77,0.23
2024-01-31,Lunch,A,Full,66,0.25,16.5,15.95,0.55
2024-01-31,Lunch,A,Half,75,0.2,15.0,11.95,3.05
2024-01-31,Lunch,A,Quarter,141,0.1,14.1,12.3,1.8
2024-01-31,Lunch,B,Full,98,0.25,24.5,18.88,5.62
2024-01-31,Lunch,B,Half,98,0.2,19.6,17.28,2.32
2024-01-31,Lunch,B,Quarter,46,0.1,4.6,4.28,0.32
2024-01-31,Lunch,C,Full,150,0.25,37.5,31.91,5.59
2024-01-31,Lunch,C,Half,127,0.2,25.4,19.79,5.61
2024-01-31,Lunch,C,Quarter,130,0.1,13.0,12.88,0.12
2024-01-31,Lunch,D,Full,78,0.25,19.5,18.92,0.58
2024-01-31,Lunch,D,Half,62,0.2,12.4,10.47,1.93
2024-01-31,Lunch,D,Quarter,143,0.1,14.3,12.41,1.89
2024-01-31,Dinner,A,Full,116,0.25,29.0,24.23,4.77
2024-01-31,Dinner,A,Half,93,0.2,18.6,15.56,3.04
2024-01-31,Dinner,A,Quarter,133,0.1,13.3,12.63,0.67
2024-01-31,Dinner,B,Full,56,0.25,14.0,12.32,1.68
2024-01-31,Dinner,B,Half,83,0.2,16.6,13.7,2.9
2024-01-31,Dinner,B,Quarter,104,0.1,10.4,7.82,2.58
2024-01-31,Dinner,C,Full,115,0.25,28.75,24.2,4.55
2024-01-31,Dinner,C,Half,43,0.2,8.6,7.78,0.82
2024-01-31,Dinner,C,Quarter,48,0.1,4.8,3.82,0.98
2024-01-31,Dinner,D,Full,57,0.25,14.25,13.82,0.43
2024-01-31,Dinner,D,Half,146,0.2,29.2,26.28,2.92
2024-01-31,Dinner,D,Quarter,71,0.1,7.1,6.11,0.99
2024-02-01,Lunch,A,Full,150,0.25,37.5,35.5,2.0
2024-02-01,Lunch,A,Half,138,0.2,27.6,27.29,0.31
2024-02-01,Lunch,A,Quarter,101,0.1,10.1,8.63,1.47
2024-02-01,Lunch,B,Full,141,0.25,35.25,35.0,0.25
2024-02-01,Lunch,B,Half,53,0.2,10.6,9.95,0.65
2024-02-01,Lunch,B,Quarter,133,0.1,13.3,11.66,1.64
2024-02-01,Lunch,C,Full,75,0.25,18.75,17.92,0.83
2024-02-01,Lunch,C,Half,128,0.2,25.6,22.58,3.02
2024-02-01,Lunch,C,Quarter,138,0.1,13.8,12.61,1.19
2024-02-01,Lunch,D,Full,85,0.25,21.25,16.21,5.04
2024-02-01,Lunch,D,Half,64,0.2,12.8,9.72,3.08
2024-02-01,Lunch,D,Quarter,116,0.1,11.6,9.56,2.04
2024-02-01,Dinner,A,Full,59,0.25,14.75,13.75,1.0
2024-02-01,Dinner,A,Half,90,0.2,18.0,16.85,1.15
2024-02-01,Dinner,A,Quarter,110,0.1,11.0,8.38,2.62
2024-02-01,Dinner,B,Full,113,0.25,28.25,22.48,5.77
2024-02-01,Dinner,B,Half,48,0.2,9.6,8.33,1.27
2024-02-01,Dinner,B,Quarter,106,0.1,10.6,8.47,2.13
2024-02-01,Dinner,C,Full,131,0.25,32.75,24.58,8.17
2024-02-01,Dinner,C,Half,74,0.2,14.8,13.24,1.56
2024-02-01,Dinner,C,Quarter,82,0.1,8.2,8.02,0.18
2024-02-01,Dinner,D,Full,137,0.25,34.25,34.17,0.08
2024-02-01,Dinner,D,Half,106,0.2,21.2,16.0,5.2
2024-02-01,Dinner,D,Quarter,127,0.1,12.7,12.55,0.15
2024-02-02,Lunch,A,Full,127,0.25,31.75,23.85,7.9
2024-02-02,Lunch,A,Half,125,0.2,25.0,19.31,5.69
2024-02-02,Lunch,A,Quarter,143,0.1,14.3,11.53,2.77
2024-02-02,Lunch,B,Full,51,0.25,12.75,12.33,0.42
2024-02-02,Lunch,B,Half,76,0.2,15.2,11.86,3.34
2024-02-02,Lunch,B,Quarter,123,0.1,12.3,11.52,0.78
2024-02-02,Lunch,C,Full,78,0.25,19.5,16.53,2.97
2024-02-02,Lunch,C,Half,57,0.2,11.4,9.23,2.17
2024-02-02,Lunch,C,Quarter,91,0.1,9.1,7.33,1.77
2024-02-02,Lunch,D,Full,86,0.25,21.5,20.83,0.67
2024-02-02,Lunch,D,Half,61,0.2,12.2,11.18,1.02
2024-02-02,Lunch,D,Quarter,108,0.1,10.8,10.55,0.25
2024-02-02,Dinner,A,Full,90,0.25,22.5,22.33,0.17
2024-02-02,Dinner,A,Half,59,0.2,11.8,9.04,2.76
2024-02-02,Dinner,A,Quarter,78,0.1,7.8,7.4,0.4
2024-02-02,Dinner,B,Full,44,0.25,11.0,9.44,1.56
2024-02-02,Dinner,B,Half,94,0.2,18.8,15.65,3.15
2024-02-02,Dinner,B,Quarter,57,0.1,5.7,4.87,0.83
2024-02-02,Dinner,C,Full,60,0.25,15.0,14.98,0.02
2024-02-02,Dinner,C,Half,138,0.2,27.6,26.45,1.15
2024-02-02,Dinner,C,Quarter,55,0.1,5.5,4.71,0.79
2024-02-02,Dinner,D,Full,53,0.25,13.25,10.78,2.47
2024-02-02,Dinner,D,Half,84,0.2,16.8,16.34,0.46
2024-02-02,Dinner,D,Quarter,94,0.1,9.4,8.42,0.98
2024-02-03,Lunch,A,Full,125,0.25,31.25,30.91,0.34
2024-02-03,Lunch,A,Half,91,0.2,18.2,17.41,0.79
2024-02-03,Lunch,A,Quarter,52,0.1,5.2,4.36,0.84
2024-02-03,Lunch,B,Full,81,0.25,20.25,18.29,1.96
2024-02-03,Lunch,B,Half,69,0.2,13.8,11.95,1.85
2024-02-03,Lunch,B,Quarter,145,0.1,14.5,12.5,2.0
2024-02-03,Lunch,C,Full,115,0.25,28.75,25.91,2.84
2024-02-03,Lunch,C,Half,115,0.2,23.0,18.52,4.48
2024-02-03,Lunch,C,Quarter,148,0.1,14.8,14.22,0.58
2024-02-03,Lunch,D,Full,130,0.25,32.5,29.75,2.75
